# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jul  2 22:04:50 2026
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
8079,2442084,K06273.01,,FALSE POSITIVE,49.788613011,6.9440000e-06,-6.9440000e-06,175.1927140,1.140000e-04,-1.140000e-04,7.41807,0.00716,-0.00716,2.1922e+05,1.650e+02,-1.650e+02,32.57,1.620e+00,-2.100e+00,3892.00,86.00,-86.00,4.708,0.036,-0.021,0.5420,0.0270,-0.0350,0.5460,0.0300,-0.0300
8080,2449245,K06274.01,,CANDIDATE,18.177292700,4.9010000e-04,-4.9010000e-04,145.8085000,2.000000e-02,-2.000000e-02,4.70300,0.75800,-0.75800,2.1310e+02,3.200e+01,-3.200e+01,1.50,4.700e-01,-1.600e-01,6158.00,171.00,-236.00,4.455,0.052,-0.208,1.0260,0.3240,-0.1080,1.0920,0.1390,-0.1530
8081,2450716,K06275.01,,FALSE POSITIVE,1.386079730,6.0200000e-05,-6.0200000e-05,131.5931000,3.270000e-02,-3.270000e-02,8.70000,1.70000,-1.70000,6.4600e+01,1.800e+01,-1.800e+01,0.60,1.500e-01,-5.000e-02,5261.00,172.00,-138.00,4.562,0.042,-0.042,0.7680,0.1870,-0.0650,0.7840,0.1210,-0.0700
8082,2557350,K06276.01,,CANDIDATE,3.098728340,2.5330000e-05,-2.5330000e-05,134.3928100,6.720000e-03,-6.720000e-03,1.89000,0.23700,-0.23700,2.4800e+02,3.000e+01,-3.000e+01,0.64,5.000e-02,-6.000e-02,3628.00,58.00,-65.00,4.842,0.044,-0.036,0.4100,0.0340,-0.0410,0.4270,0.0360,-0.0440
8083,2557430,K06277.01,,FALSE POSITIVE,0.648868342,1.1500000e-07,-1.1500000e-07,131.8428920,1.470000e-04,-1.470000e-04,2.82428,0.00808,-0.00808,3.4770e+04,7.120e+01,-7.120e+01,72.32,1.998e+01,-1.998e+01,6531.00,146.00,-178.00,4.120,0.246,-0.164,1.5240,0.4210,-0.4210,1.1170,0.1930,-0.1450
8084,2568971,K06278.01,,FALSE POSITIVE,5.088582739,,,134.0551280,,,7.60660,,,4.4890e+02,,,46.02,1.216e+01,-1.217e+01,7514.00,235.00,-314.00,4.052,0.193,-0.158,1.9550,0.5170,-0.5170,1.5710,0.2120,-0.2590
8085,4284147,K06402.01,,FALSE POSITIVE,1.161102200,,,132.2174000,,,2.48000,,,,,,,,,,,,,,,,,,,,
8086,4349935,K06403.01,,FALSE POSITIVE,0.792023257,2.2240000e-06,-2.2240000e-06,131.9289600,2.810000e-03,-2.810000e-03,3.26040,0.08430,-0.08430,1.7660e+02,4.400e+00,-4.400e+00,0.81,7.000e-02,-7.000e-02,4447.00,120.00,-133.00,4.632,0.052,-0.024,0.6250,0.0500,-0.0560,0.6110,0.0740,-0.0430
8087,4352168,K06404.01,,FALSE POSITIVE,10.643743766,5.8600000e-07,-5.8600000e-07,134.9422857,4.630000e-05,-4.630000e-05,6.29783,0.00221,-0.00221,4.3651e+05,2.400e+02,-2.400e+02,47.87,4.960e+00,-4.970e+00,5282.00,159.00,-159.00,4.578,0.084,-0.052,0.6940,0.0720,-0.0720,0.6650,0.0770,-0.0330
8088,4356621,K06405.01,,FALSE POSITIVE,1.731795800,1.9660000e-05,-1.9660000e-05,132.8964000,1.030000e-02,-1.030000e-02,2.92400,0.27100,-0.27100,6.0600e+01,6.800e+00,-6.800e+00,1.19,1.800e-01,-2.600e-01,5691.00,85.00,-77.00,4.095,0.203,-0.087,1.5080,0.2360,-0.3240,1.0320,0.0930,-0.0840
8089,4357985,K06406.01,,FALSE POSITIVE,8.652985990,7.3390000e-05,-7.3390000e-05,136.6713200,6.080000e-03,-6.080000e-03,1.54900,0.25700,-0.25700,3.1380e+02,4.050e+01,-4.050e+01,1.36,1.700e-01,-1.500e-01,5210.00,155.00,-155.00,4.538,0.088,-0.064,0.7490,0.0910,-0.0830,0.7070,0.1010,-0.0430
8090,4367544,K06407.01,,FALSE POSITIVE,1.195634470,2.7410000e-05,-2.7410000e-05,131.5506000,2.730000e-02,-2.730000e-02,5.39340,0.08960,-0.08960,8.2450e+03,1.060e+02,-1.060e+02,14.94,4.140e+00,-5.040e+00,5583.00,186.00,-169.00,4.115,0.357,-0.153,1.4130,0.3910,-0.4770,0.9500,0.1140,-0.0930
8091,4372410,K06408.01,,FALSE POSITIVE,0.550537628,,,131.6623478,,,1.21600,,,7.2000e+01,,,1.93,2.400e-01,-3.200e-01,8098.00,72.00,-81.00,4.013,0.126,-0.084,2.1990,0.2730,-0.3640,1.8190,0.0650,-0.1630
8092,4372620,K06409.01,,CANDIDATE,19.931060200,3.9930000e-04,-3.9930000e-04,145.7465000,1.670000e-02,-1.670000e-02,8.48000,0.43100,-0.43100,9.7900e+01,8.500e+00,-8.500e+00,2.42,1.090e+00,-1.300e+00,5500.00,173.00,-154.00,3.775,0.517,-0.517,2.4910,1.1140,-1.3390,1.3480,0.3080,-0.4130
8093,4372961,K06410.01,,FALSE POSITIVE,2.534707970,1.4370000e-05,-1.4370000e-05,132.8811700,4.490000e-03,-4.490000e-03,20.14300,0.41300,-0.41300,3.2820e+02,4.500e+00,-4.500e+00,50.25,8.690e+00,-1.304e+01,6440.00,77.00,-77.00,3.874,0.210,-0.090,2.2540,0.3900,-0.5850,1.3860,0.1850,-0.1510
8094,5119143,K06527.01,,FALSE POSITIVE,0.530799654,4.0630000e-06,-4.0630000e-06,131.6872700,5.720000e-03,-5.720000e-03,3.48700,0.23900,-0.23900,3.1850e+02,3.050e+01,-3.050e+01,2.92,1.550e+00,-8.500e-01,6534.00,235.00,-374.00,4.128,0.213,-0.213,1.6220,0.8620,-0.4720,1.2940,0.2750,-0.2760
8095,5125048,K06528.01,,FALSE POSITIVE,0.568187690,,,132.0664300,,,2.00000,,,,,,,,,,,,,,,,,,,,
8096,5126627,K06529.01,,FALSE POSITIVE,1.009477900,,,131.6463000,,,3.72000,,,,,,,,,,,,,,,,,,,,
8097,5130890,K06530.01,,FALSE POSITIVE,0.910577950,,,131.5209695,,,2.73000,,,,,,,,,,,,,,,,,,,,
8098,5164794,K06531.01,,FALSE POSITIVE,1.042941900,5.6520000e-04,-5.6520000e-04,131.9660000,2.650000e-01,-2.650000e-01,7.22000,2.40000,-2.40000,4.1200e+02,1.120e+02,-1.120e+02,2.49,0.000e+00,0.000e+00,5780.00,,,4.438,,,1.0000,,,1.0000,,
8099,5171707,K06532.01,,CANDIDATE,0.813998812,2.2820000e-06,-2.2820000e-06,132.1244000,2.270000e-03,-2.270000e-03,0.67500,0.10100,-0.10100,1.8340e+02,1.840e+01,-1.840e+01,1.36,3.800e-01,-2.000e-01,5705.00,156.00,-173.00,4.424,0.101,-0.188,0.9890,0.2810,-0.1410,0.9450,0.1140,-0.0910
8100,5172274,K06533.01,,FALSE POSITIVE,6.126509130,3.9390000e-03,-3.9390000e-03,133.2391000,2.370000e-01,-2.370000e-01,15.43000,2.30000,-2.30000,2.4340e+03,1.374e+04,-1.374e+04,9.08,3.310e+00,-1.100e+00,6881.00,167.00,-287.00,4.252,0.058,-0.058,1.5340,0.5590,-0.1860,1.5350,0.2020,-0.2020
8101,5174492,K06534.01,,FALSE POSITIVE,0.720589427,,,131.9829699,,,4.32900,,,7.0000e+01,,,1.95,5.600e-01,-4.500e-01,8497.00,237.00,-407.00,4.070,0.140,-0.171,2.2110,0.6300,-0.5150,2.0950,0.3180,-0.4370
8102,6068947,K06661.01,,FALSE POSITIVE,0.573036404,4.2000000e-08,-4.2000000e-08,120.5159138,6.370000e-05,-6.370000e-05,1.31760,0.01180,-0.01180,4.1745e+03,1.290e+01,-1.290e+01,9.97,4.070e+00,-1.790e+00,5745.00,151.00,-160.00,4.290,0.155,-0.155,1.1960,0.4880,-0.2140,1.0180,0.2010,-0.1040
8103,6103049,K06662.01,,FALSE POSITIVE,0.643171495,6.8000000e-08,-6.8000000e-08,131.8893076,8.930000e-05,-8.930000e-05,2.31285,0.00571,-0.00571,4.1160e+04,7.930e+01,-7.930e+01,54.03,1.525e+01,-9.390e+00,5899.00,158.00,-175.00,4.387,0.149,-0.182,0.9890,0.2790,-0.1720,0.8690,0.1190,-0.0790
8104,6109688,K06663.01,,FALSE POSITIVE,14.086776961,2.2510000e-06,-2.2510000e-06,140.2870180,1.320000e-04,-1.320000e-04,10.12790,0.00787,-0.00787,1.0684e+05,8.040e+01,-8.040e+01,65.60,2.006e+01,-1.642e+01,7138.00,175.00,-275.00,4.062,0.198,-0.180,1.8900,0.5780,-0.4730,1.5000,0.2090,-0.2320
8105,6111011,K06664.01,,CANDIDATE,14.763914500,2.6550000e-04,-2.6550000e-04,133.5320000,1.660000e-02,-1.660000e-02,3.14000,0.58100,-0.58100,1.6250e+02,3.160e+01,-3.160e+01,0.93,1.700e-01,-8.000e-02,5541.00,166.00,-149.00,4.613,0.040,-0.112,0.7330,0.1380,-0.0590,0.8200,0.0790,-0.0950
8106,6128141,K06665.01,,FALSE POSITIVE,1.872620976,5.6800000e-07,-5.6800000e-07,132.7277010,2.500000e-04,-2.500000e-04,1.76260,0.01320,-0.01320,1.5306e+03,8.700e+00,-8.700e+00,31.43,9.330e+00,-4.010e+00,6031.00,162.00,-198.00,4.427,0.084,-0.196,1.0040,0.2980,-0.1280,0.9830,0.1430,-0.1170
8107,6128245,K06666.01,,CANDIDATE,1.118510435,7.0690000e-06,-7.0690000e-06,131.6088200,4.890000e-03,-4.890000e-03,1.11100,0.20000,-0.20000,7.2700e+01,9.800e+00,-9.800e+00,0.75,2.100e-01,-8.000e-02,5918.00,160.00,-178.00,4.544,0.036,-0.204,0.8650,0.2450,-0.0820,0.9560,0.1070,-0.1190
8108,6131659,K06667.01,,FALSE POSITIVE,17.527826808,1.1000000e-06,-1.1000000e-06,144.5700534,5.040000e-05,-5.040000e-05,5.78491,0.00262,-0.00262,3.4752e+05,1.020e+02,-1.020e+02,49.36,4.850e+00,-4.390e+00,5079.00,151.00,-136.00,4.579,0.050,-0.050,0.7320,0.0720,-0.0650,0.7410,0.0850,-0.0640
8109,6146838,K06668.01,,FALSE POSITIVE,27.467217305,1.6390000e-06,-1.6390000e-06,143.6727101,4.400000e-05,-4.400000e-05,4.17961,0.00118,-0.00118,7.1766e+04,2.050e+01,-2.050e+01,38.87,5.140e+00,-4.240e+00,5503.00,165.00,-148.00,4.536,0.105,-0.095,0.7420,0.0980,-0.0810,0.6900,0.0930,-0.0290
8110,6950275,K06796.01,,FALSE POSITIVE,40.879068000,9.0490000e-04,-9.0490000e-04,163.4056000,1.850000e-02,-1.850000e-02,6.56200,0.44000,-0.44000,4.9920e+02,3.970e+01,-3.970e+01,3.35,1.050e+00,-3.500e-01,6072.00,190.00,-232.00,4.510,0.054,-0.216,0.9230,0.2900,-0.0970,1.0050,0.1300,-0.1430
8111,6953219,K06797.01,,FALSE POSITIVE,0.566802325,1.0240000e-06,-1.0240000e-06,131.7962600,1.550000e-03,-1.550000e-03,1.84200,0.05970,-0.05970,2.8840e+02,7.400e+00,-7.400e+00,1.40,1.680e+00,-1.500e-01,5233.00,178.00,-146.00,4.489,0.085,-0.085,0.8240,0.9880,-0.0900,0.7640,0.1720,-0.0580
8112,6956176,K06798.01,,CANDIDATE,2.641852680,5.3580000e-05,-5.3580000e-05,131.9331000,1.860000e-02,-1.860000e-02,1.76000,0.92100,-0.92100,1.4980e+02,1.930e+01,-1.930e+01,3.56,2.120e+00,-1.410e+00,5195.00,144.00,-104.00,3.409,0.310,-0.310,2.9350,1.7500,-1.1670,0.8050,0.2950,-0.1360
8113,6962018,K06799.01,,FALSE POSITIVE,0.634946497,8.2000000e-08,-8.2000000e-08,132.0745760,1.060000e-04,-1.060000e-04,2.40541,0.00561,-0.00561,4.2655e+05,4.600e+02,-4.600e+02,52.75,1.710e+00,-4.510e+00,4446.00,154.00,-154.00,4.567,0.060,-0.016,0.7370,0.0240,-0.0630,0.7290,0.0410,-0.0500
8114,6965293,K06800.01,,FALSE POSITIVE,5.077746556,7.9700000e-07,-7.9700000e-07,134.6353900,1.300000e-04,-1.300000e-04,3.17180,0.00653,-0.00653,1.8837e+04,2.990e+01,-2.990e+01,54.93,1.158e+01,-1.158e+01,6174.00,166.00,-185.00,4.235,0.186,-0.140,1.2710,0.2680,-0.2680,1.0120,0.1550,-0.1270
8115,6967430,K06801.01,,FALSE POSITIVE,2.003837030,2.6630000e-05,-2.6630000e-05,132.8086000,1.210000e-02,-1.210000e-02,3.47300,0.65600,-0.65600,4.2300e+01,5.500e+00,-5.500e+00,0.67,2.200e-01,-7.000e-02,6045.00,163.00,-199.00,4.439,0.070,-0.224,1.0280,0.3260,-0.1160,1.0550,0.1450,-0.1300
8116,7009828,K06802.01,,FALSE POSITIVE,5.321224925,8.0400000e-07,-8.0400000e-07,135.1250710,1.260000e-04,-1.260000e-04,7.48973,0.00626,-0.00626,9.8872e+04,9.690e+01,-9.690e+01,40.62,7.070e+00,-3.810e+00,5787.00,173.00,-173.00,4.544,0.085,-0.114,0.7580,0.1320,-0.0710,0.7340,0.0800,-0.0370
8117,7025851,K06803.01,,FALSE POSITIVE,2.340534383,2.5140000e-06,-2.5140000e-06,132.7471800,1.330000e-03,-1.330000e-03,4.43017,0.00681,-0.00681,2.4136e+05,2.940e+02,-2.940e+02,69.55,2.246e+01,-9.610e+00,6300.00,197.00,-241.00,4.349,0.105,-0.210,1.1360,0.3670,-0.1570,1.0470,0.1850,-0.1230
8118,7870250,K06926.01,,FALSE POSITIVE,0.580724809,3.8290000e-06,-3.8290000e-06,131.7295600,6.630000e-03,-6.630000e-03,1.82000,0.21200,-0.21200,6.4200e+01,4.400e+00,-4.400e+00,0.75,2.400e-01,-8.000e-02,5989.00,161.00,-179.00,4.492,0.054,-0.202,0.9330,0.2930,-0.0980,0.9860,0.1210,-0.1330
8119,7871395,K06927.01,,FALSE POSITIVE,501.076474470,,,143.2445125,,,3.21000,,,,,,,,,,,,,,,,,,,,
8120,7885518,K06928.01,,FALSE POSITIVE,1.729332550,1.6580000e-05,-1.6580000e-05,132.5413000,8.510000e-03,-8.510000e-03,3.63100,0.28500,-0.28500,2.9700e+01,2.200e+00,-2.200e+00,0.69,1.400e-01,-1.600e-01,5921.00,160.00,-142.00,4.220,0.210,-0.140,1.2110,0.2470,-0.2740,0.8880,0.1340,-0.0720
8121,7885570,K06929.01,,FALSE POSITIVE,1.729338354,9.2000000e-07,-9.2000000e-07,132.5369760,4.370000e-04,-4.370000e-04,6.85240,0.03240,-0.03240,1.4016e+05,4.460e+02,-4.460e+02,139.36,2.478e+01,-4.602e+01,5587.00,83.00,-75.00,3.754,0.224,-0.096,2.5530,0.4540,-0.8430,1.3500,0.1360,-0.3170
8122,7886329,K06930.01,,FALSE POSITIVE,0.567493852,2.1000000e-08,-2.1000000e-08,131.9916219,3.060000e-05,-3.060000e-05,1.35349,0.00442,-0.00442,7.9840e+03,0.000e+00,0.000e+00,65.47,1.616e+01,-2.419e+01,6370.00,173.00,-192.00,4.053,0.357,-0.153,1.5480,0.3820,-0.5720,0.9860,0.1440,-0.1180
8123,7902204,K06931.01,,CANDIDATE,2.540311210,2.1980000e-05,-2.1980000e-05,133.7784900,7.190000e-03,-7.190000e-03,1.83000,0.23900,-0.23900,1.7330e+02,2.070e+01,-2.070e+01,1.20,3.400e-01,-9.000e-02,5778.00,162.00,-182.00,4.531,0.036,-0.204,0.9110,0.2570,-0.0690,1.0280,0.1020,-0.1250
8124,7919653,K06932.01,,FALSE POSITIVE,2.105238039,3.0400000e-07,-3.0400000e-07,132.6754630,1.200000e-04,-1.200000e-04,5.23595,0.00939,-0.00939,9.4675e+04,1.340e+02,-1.340e+02,75.10,1.765e+01,-3.275e+01,5947.00,183.00,-183.00,3.943,0.440,-0.110,1.8850,0.4430,-0.8220,1.1370,0.1720,-0.2060
8125,7938468,K06933.01,,FALSE POSITIVE,7.226944171,1.3710000e-06,-1.3710000e-06,136.1630080,1.560000e-04,-1.560000e-04,23.01240,0.01850,-0.01850,6.8218e+05,2.580e+02,-2.580e+02,237.79,6.907e+01,-5.647e+01,6270.00,188.00,-206.00,4.199,0.209,-0.171,1.3600,0.3950,-0.3230,1.0640,0.1850,-0.1230
8126,8560861,K07059.01,,FALSE POSITIVE,31.973311701,8.2350000e-06,-8.2350000e-06,133.8672250,2.130000e-04,-2.130000e-04,13.21050,0.01870,-0.01870,7.5054e+04,6.200e+01,-6.200e+01,272.44,5.564e+01,-1.298e+02,7854.00,217.00,-326.00,3.669,0.432,-0.108,3.4620,0.7070,-1.6500,2.0390,0.3700,-0.4940
8127,8565900,K07060.01,,FALSE POSITIVE,1.641258440,,,131.9294000,,,4.51000,,,,,,,,,,,,,,,,,,,,
8128,8566113,K07061.01,,CANDIDATE,1.371587993,6.9640000e-06,-6.9640000e-06,131.8050600,3.680000e-03,-3.680000e-03,12.90100,0.77800,-0.77800,4.5610e+02,4.990e+01,-4.990e+01,4.91,2.800e+00,-1.090e+00,7045.00,194.00,-278.00,4.154,0.148,-0.148,1.6040,0.9150,-0.3560,1.3410,0.2900,-0.2530
8129,8569819,K07062.01,,FALSE POSITIVE,20.849919614,,,137.5588347,,,13.76870,,,3.1309e+05,,,2912.48,7.824e+02,-7.046e+02,7355.00,228.00,-304.00,4.042,0.198,-0.162,1.9840,0.5330,-0.4800,1.5810,0.2110,-0.2570
8130,8574270,K07063.01,,FALSE POSITIVE,15.120212531,1.7490000e-06,-1.7490000e-06,139.6966549,9.600000e-05,-9.600000e-05,3.50007,0.00415,-0.00415,2.4616e+04,2.350e+01,-2.350e+01,33.11,3.700e+00,-3.340e+00,5232.00,157.00,-141.00,4.554,0.083,-0.060,0.7250,0.0810,-0.0730,0.6860,0.0910,-0.0420
8131,8581658,K07064.01,,FALSE POSITIVE,3.481657589,6.3000000e-08,-6.3000000e-08,134.1835162,1.490000e-05,-1.490000e-05,4.75315,0.00104,-0.00104,3.4701e+05,6.730e+01,-6.730e+01,78.24,2.116e+01,-2.115e+01,6225.00,188.00,-188.00,4.191,0.258,-0.172,1.2910,0.3490,-0.3490,0.9430,0.1480,-0.0980
8132,8590527,K07065.01,,FALSE POSITIVE,0.739769962,6.1000000e-08,-6.1000000e-08,131.9671179,6.920000e-05,-6.920000e-05,1.95901,0.00197,-0.00197,2.0729e+04,1.220e+01,-1.220e+01,82.29,1.938e+01,-3.324e+01,6465.00,155.00,-194.00,3.947,0.420,-0.140,1.8470,0.4350,-0.7460,1.1010,0.1610,-0.1610
8133,8604993,K07066.01,,FALSE POSITIVE,6.570421193,1.2140000e-06,-1.2140000e-06,134.0194800,1.560000e-04,-1.560000e-04,4.46980,0.01110,-0.01110,6.0118e+04,1.050e+02,-1.050e+02,33.99,9.250e+00,-3.970e+00,5812.00,156.00,-156.00,4.484,0.065,-0.182,0.9080,0.2470,-0.1060,0.9160,0.1110,-0.1010
8134,8608490,K07067.01,,FALSE POSITIVE,0.541405029,8.1000000e-08,-8.1000000e-08,131.9335230,1.240000e-04,-1.240000e-04,2.74810,0.00949,-0.00949,3.2766e+05,8.290e+02,-8.290e+02,125.64,7.797e+01,-7.798e+01,5096.00,168.00,-153.00,3.889,0.735,-0.368,1.7820,1.1060,-1.1060,0.8980,0.2150,-0.1440
8135,9579789,K07193.01,,FALSE POSITIVE,2.178141860,1.5660000e-05,-1.5660000e-05,132.0294600,7.090000e-03,-7.090000e-03,1.98800,0.21400,-0.21400,1.2770e+02,1.370e+01,-1.370e+01,0.92,9.000e-02,-9.000e-02,5101.00,154.00,-138.00,4.506,0.070,-0.070,0.8400,0.0810,-0.0810,0.8240,0.0730,-0.0650
8136,9581498,K07194.01,,FALSE POSITIVE,10.548848420,,,140.3874343,,,1.17000,,,,,,,,,,,,,,,,,,,,
8137,9588862,K07195.01,,CANDIDATE,5.897739740,6.6920000e-05,-6.6920000e-05,133.4242300,8.060000e-03,-8.060000e-03,2.24300,0.26200,-0.26200,7.7900e+01,1.240e+01,-1.240e+01,1.00,5.200e-01,-1.100e-01,6300.00,160.00,-211.00,4.371,0.079,-0.079,1.1260,0.5890,-0.1280,1.0820,0.2550,-0.1080
8138,9592855,K07196.01,,FALSE POSITIVE,0.609662423,2.2000000e-08,-2.2000000e-08,131.9465140,2.990000e-05,-2.990000e-05,4.24033,0.00354,-0.00354,1.4092e+05,7.270e+01,-7.270e+01,110.14,2.616e+01,-3.487e+01,7498.00,235.00,-314.00,3.964,0.228,-0.152,2.2740,0.5400,-0.7200,1.7350,0.1850,-0.3170
8139,9596064,K07197.01,,CANDIDATE,1.741450410,4.4800000e-05,-4.4800000e-05,132.0107000,3.100000e-02,-3.100000e-02,1.71200,0.18000,-0.18000,3.7060e+02,3.990e+01,-3.990e+01,1.46,2.200e-01,-1.200e-01,5238.00,184.00,-184.00,4.598,0.032,-0.097,0.7640,0.1120,-0.0660,0.8540,0.0690,-0.0950
8140,9596187,K07198.01,,FALSE POSITIVE,0.953299962,1.8200000e-07,-1.8200000e-07,131.6993090,1.520000e-04,-1.520000e-04,1.69478,0.00704,-0.00704,2.2366e+03,5.500e+00,-5.500e+00,35.67,1.046e+01,-5.210e+00,6183.00,169.00,-206.00,4.407,0.090,-0.195,1.0200,0.2990,-0.1490,0.9690,0.1360,-0.1110
8141,9596892,K07199.01,,CANDIDATE,20.294411800,1.2730000e-04,-1.2730000e-04,148.0855400,4.810000e-03,-4.810000e-03,0.35700,0.31600,-0.31600,4.5390e+02,9.710e+01,-9.710e+01,774.73,2.878e+02,-6.583e+01,5865.00,167.00,-197.00,4.518,0.034,-0.034,0.9180,0.3410,-0.0780,1.0120,0.1100,-0.1250
8142,9597095,K07200.01,,FALSE POSITIVE,2.745640575,2.7200000e-07,-2.7200000e-07,131.7077950,8.290000e-05,-8.290000e-05,3.04508,0.00404,-0.00404,4.5265e+04,3.620e+01,-3.620e+01,47.22,0.000e+00,0.000e+00,5780.00,,,4.438,,,1.0000,,,1.0000,,
8143,10450504,K07327.01,,CANDIDATE,17.990827300,9.7940000e-05,-9.7940000e-05,141.9253900,5.280000e-03,-5.280000e-03,1.43600,0.15600,-0.15600,6.6000e+02,7.310e+01,-7.310e+01,1.88,1.500e-01,-1.900e-01,4918.00,148.00,-133.00,4.546,0.072,-0.039,0.7520,0.0570,-0.0760,0.7270,0.0900,-0.0550
8144,10454401,K07328.01,,FALSE POSITIVE,12.180721266,7.9500000e-07,-7.9500000e-07,139.3460044,5.400000e-05,-5.400000e-05,4.15602,0.00206,-0.00206,4.1495e+05,1.280e+02,-1.280e+02,63.25,1.542e+01,-5.160e+00,5750.00,156.00,-156.00,4.538,0.040,-0.160,0.8820,0.2150,-0.0720,0.9800,0.0910,-0.1140
8145,10462826,K07329.01,,FALSE POSITIVE,50.467024395,8.6150000e-06,-8.6150000e-06,132.0094840,1.430000e-04,-1.430000e-04,8.96181,0.00846,-0.00846,1.0314e+05,7.790e+01,-7.790e+01,52.88,1.782e+01,-5.950e+00,6137.00,184.00,-220.00,4.448,0.070,-0.210,1.0120,0.3410,-0.1140,1.0430,0.1510,-0.1350
8146,10464199,K07330.01,,CANDIDATE,198.113090000,1.1870000e-02,-1.1870000e-02,175.3243000,5.420000e-02,-5.420000e-02,15.59000,1.90000,-1.90000,5.3300e+01,8.500e+00,-8.500e+00,1.09,5.900e-01,-2.900e-01,6163.00,182.00,-228.00,4.144,0.226,-0.226,1.4860,0.8100,-0.3960,1.1220,0.3080,-0.1590
8147,10468514,K07331.01,,FALSE POSITIVE,0.849860540,1.8550000e-05,-1.8550000e-05,132.0547000,3.150000e-02,-3.150000e-02,1.38750,0.02250,-0.02250,6.5715e+03,6.990e+01,-6.990e+01,67.45,4.125e+01,-3.377e+01,5164.00,102.00,-102.00,3.949,0.604,-0.325,1.6760,1.0250,-0.8390,0.9100,0.1720,-0.1250
8148,10471113,K07332.01,,FALSE POSITIVE,0.933728196,8.3490000e-06,-8.3490000e-06,131.5336000,7.500000e-03,-7.500000e-03,3.44100,0.25200,-0.25200,6.7700e+01,5.900e+00,-5.900e+00,0.85,2.800e-01,-1.000e-01,6170.00,171.00,-214.00,4.430,0.072,-0.217,1.0320,0.3340,-0.1190,1.0400,0.1660,-0.1350
8149,10481054,K07333.01,,FALSE POSITIVE,2.037427120,3.0570000e-05,-3.0570000e-05,131.5592000,1.350000e-02,-1.350000e-02,3.93900,0.28100,-0.28100,3.6000e+01,3.700e+00,-3.700e+00,0.90,1.500e-01,-1.600e-01,6356.00,76.00,-76.00,4.215,0.143,-0.117,1.3580,0.2370,-0.2370,1.1010,0.1000,-0.0660
8150,10486425,K07334.01,,FALSE POSITIVE,5.274819905,7.9500000e-07,-7.9500000e-07,136.7089080,1.220000e-04,-1.220000e-04,4.66880,0.00626,-0.00626,1.0896e+05,1.280e+02,-1.280e+02,100.89,2.998e+01,-1.997e+01,7247.00,200.00,-343.00,4.111,0.124,-0.186,1.8340,0.5450,-0.3630,1.5840,0.2040,-0.2490
